韻	字	簡化字	推導音	校正音	註	字頻
a	解		xa4	xe4*		8045
a	塔		ta1			8042
an	辦	办	ban4			8039
o	活		guo1	!		8018
o	活		huo2			8018
ai	界		jai4			8015
iu	愈		yu3		?	8001
iu	欲		yu1			8000
y	姊		zy3			7980
iu	徐		siu2			7978
o	哈		eo1	ha1		7955
an	卷		quan2	!		7944
an	卷		juan3			7944
an	卷		juan4			7944
an	幹	干	gan4			7915
an	盤	盘	pan2			7903
an	免		mian3			7903
u	布		bu4			7892
en	芬		fen1			7878
o	熱	热	rheo1			7875
ang	創	创	chuang1			7856
ang	創	创	chuang4			7856
in	僅	仅	jin4	jin3		7853
i	婢		pi4	bi4		7792
ou	球		qou2			7785
iu	育		yu1			7784
eng	聲	声	sheng1			7784
in	緊	紧	jin3			7775
i	必		bi1			7768
i	避		bi4			7760
i	弊		bi4			7760
i	碧		bi1			7760
i	畢	毕	bi1			7760
i	幣	币	bi4			7760
e	閉	闭	bie1	*		7760
i	閉	闭	bi4			7760
i	蔽		bi4			7760
ung	紅	红	hung2			7752
i	斃	毙	bi4			7700
i	敝		bi4			7700
u	族		zu2			7655
ui	隊	队	dui4			7631
ang	娘		niang2			7620
iu	語	语	yu3			7616
iu	語	语	yu4	*		7616
au	農	农	nau2	!		7610
ung	農	农	nung2			7610
ang	裝	装	zhuang1			7604
ang	裝	装	zhuang4	!		7604
u	卒		cu1	*		7604
u	卒		zu1			7604
iu	卒		ziu1			7604
an	玩		wan4	wan2 wan4*		7602
i	備	备	bi4	bei4		7598
o	堨		eo1		?	7594
an	反		fan1			7565
an	反		fan3			7565
i	滴		di1			7555
i	低		di1			7555
ou	口		kou3			7545
ai	戴		dai4			7496
ai	帶	带	dai4			7496
ai	代		dai4			7495
ai	采		cai3			7480
in	親	亲	cin1			7450
in	親	亲	cin4	*		7450
o	座		zuo4			7447
u	蘇	苏	su1			7421
eng	徵		zheng1			7417
y	徵		zhy3	*		7417
iun	君		jun1			7397
i	吃		ji1			7358
ai	睬		cai3			7354
ai	彩		cai3			7354
ai	採	采	cai3			7354
un	溫	温	wun1			7343
u	屋		wu1			7342
e	閱	阅	yue1			7308
an	然		rhan2			7275
u	佛		fu2			7256
un	春		chun1			7230
an	倦		juan4			7223
an	捲	卷	quan2	!		7222
an	捲	卷	juan3			7222
an	捲	卷	juan4	!		7222
iu	宇		yu3			7199
i	兒	儿	yi2	*		7194
y	兒	儿	el2			7194
an	便		pian2			7193
an	便		bian4			7193
e	麥	麦	me1			7156
ou	歐	欧	ou1			7153
ou	歐	欧	ou3	*		7153
ui	歲	岁	sui4			7119
ou	硫		liou2			7071
ang	昌		chang1			7060
ing	銘	铭	ming2			7060
i	溢		yi1			7051
ung	宗		zung1			7044
ai	介		jai4			7021
u	竹		zhu1			6956
ang	放		fang3	!		6955
ang	放		fang4			6955
i	藝	艺	yi4			6946
ing	聽	听	ting1			6944
ing	聽	听	ting4	*		6944
iun	運	运	yun4			6932
eng	燈	灯	deng1			6917
eng	登		deng1			6917
an	完		huan2	wan2		6911
un	順	顺	shun4			6909
i	陛		bi4			6909
ui	惟		wui2			6900
ui	唯		wui2			6890
ui	唯		wui3		老派有vi3一讀	6890
ui	圍	围	wui2			6888
ui	圍	围	wui4	!		6888
en	身		shen1			6884
o	撥	拨	buo1			6865
o	剝	剥	buo1			6865
o	波		buo1			6864
ou	取		cou3	!		6862
iu	取		ciu3			6862
ui	威		wui1			6839
an	劍	剑	jan4			6816
an	丸		huan2	wan2		6800
ang	控		qang1	*		6780
ung	控		kung4	kung4 kung3		6780
u	吐		tu3			6778
u	吐		tu4			6778
en	深		shen1	chen1 shen1		6778
en	深		shen4	!		6778
en	伸		shen1	chen1 shen1		6777
en	申		shen1			6776
ou	邱		qou1			6748
ui	偉	伟	wui3			6731
an	邊	边	bian1			6713
an	編	编	bian1			6713
an	編	编	bian3	*		6713
an	鞭		bian1			6712
ai	奶		nai3			6705
e	測	测	che1			6705
ai	乃		nai3			6704
ang	養	养	yang3			6702
ang	養	养	yang4	!		6702
e	鐵	铁	tie1			6683
iu	巨		ju4			6681
in	銀	银	yin2			6640
ou	走		zou3			6639
ou	走		zou4	!		6639
i	底		di3			6630
i	牴	抵	di3			6629
ou	狗		gou3			6627
au	紹	绍	shau4	shau2		6617
o	窩	窝	wo1			6586
au	鳥	鸟	diau3	niau3 diau3*		6553
an	刊		kan1	kan1 kan3		6552
ai	賽	赛	sai4			6546
y	致		zhy4			6531
u	朱		zhu1			6510
u	豬	猪	zhu1			6502
u	株		zhu1			6501
u	珠		zhu1			6501
o	諸	诸	zheo1	*		6500
u	諸	诸	zhu1			6500
ung	洪		hung2			6492
ang	幫	帮	bang1			6471
i	啟	启	qi3			6440
au	照		zhau4	zhau4 rhau4*		6436
au	罩		zhau4			6435
au	兆		zhau4			6435
au	趙	赵	zhau4			6430
ou	讀	读	dou4	*		6424
u	讀	读	du2			6424
e	節	节	zie1			6423
eng	剩		sheng4			6400
ang	邦		bang1			6394
eng	勝	胜	sheng1	*		6368
eng	勝	胜	sheng4			6368
iu	續	续	siu2			6362
ou	留		liou2			6347
ou	留		liou4	!		6347
i	泥		ni2			6335
i	泥		ni4	*		6335
o	果		guo3			6324
i	示		qi2	*		6319
y	示		shy4			6319
e	協	协	xe2			6309
iung	松		siung2	siung1		6297
ui	維	维	wui2	wui3		6267
u	酷		ku1			6245
u	牧		mu1			6241
ang	往		wang3			6225
iung	容		yung2			6215
ang	黨	党	dang3			6206
ui	雖	虽	sui1			6188
e	些		sie1			6168
i	些		si4	!		6168
o	些		suo4	!		6168
eng	峰		feng1	feng1 feng2		6164
an	變	变	bian4			6147
u	虜	虏	lu3			6146
u	服		fu2	fu2 fu1		6131
e	黑		he1	he1 hei1		6121
eng	層	层	ceng2			6107
un	飧		sun1			6104
ung	鴻	鸿	hung2			6026
ung	鴻	鸿	hung4	*		6026
an	漢	汉	han4			6014
au	造		cau4	*		6014
au	造		zau4			6014
iun	俊		ziun4			6002
u	駐	驻	zhu4			6000
u	柱		zhu3	*		6000
u	柱		zhu4			6000
eng	整		zheng3			5994
u	古		gu3			5991
i	極	极	ji2			5984
an	換	换	huan4			5972
iu	雩		xu1			5906
iu	雩		yu2			5906
eng	夢	梦	meng2	*		5895
eng	夢	梦	meng4			5895
ou	求		qou2			5895
ei	配		pei4			5869
i	倪		yi2			5863
i	尼		ni2			5862
au	招		zhau1			5861
au	朝		zhau1			5860
au	朝		chau2			5860
e	獲	获	hue2			5847
i	企		qi3			5844
i	企		qi4	*		5844
ung	宏		hung2			5843
au	包		bau1			5823
i	禲		li4			5783
ui	睡		shui4			5759
un	存		cun2			5736
an	零		lian2	!		5722
ing	零		ling2			5722
ing	零		ling4	*		5722
an	健		jan4			5722
en	振		zhen1	!		5715
en	振		zhen4			5715
u	土		du4	!		5715
u	土		tu3			5715
au	腦	脑	nau3			5702
au	腦	脑	nau4	!		5702
u	武		wu3			5700
ing	鈴	铃	ling2			5700
ing	靈	灵	ling2			5700
ing	玲		ling2			5699
iu	遇		yu4			5691
o	左		zuo3			5690
o	左		zuo4	!		5690
y	制		zhy4			5668
au	考		kau3			5660
iu	餘	余	yu2			5625
ung	忠		zhung1			5620
u	府		fu3			5589
ai	改		gai3			5583
en	森		shen1			5582
ing	靜	静	zing4			5573
ai	差		chai1			5558
ai	差		chai4	*		5558
a	差		cha1			5558
y	差		chy1	*		5558
un	準	准	zhun3			5549
o	準	准	zhuo1	!		5549
an	搬		ban1			5524
an	班		ban1			5523
iu	陸	陆	liu1	lu1		5515
ang	防		fang2			5502
ang	防		fang4	!		5502
ang	房		fang2			5502
ang	房		pang2	*		5502
an	染		rhan3			5502
an	染		rhan4	!		5502
ung	眾	众	zhung1			5478
ai	賴	赖	lai4			5469
ui	揮	挥	hui1			5464
ui	輝	辉	hui1			5463
ui	灰		hui1			5463
an	凡		fan2			5444
?	推		?	!		5407
ui	推		tui1			5407
u	補	补	bu3			5402
ui	龜	龟	gui1			5392
ou	龜	龟	jou1	*		5392
eng	硬		eng4			5377
ang	映		ang3	!		5376
ing	映		ying4			5376
a	壓	压	ya1			5359
a	茶		cha2			5356
ang	獎	奖	ziang3			5331
an	賢	贤	xan2			5329
y	持		chy2			5319
e	雪		siue1			5309
e	血		xue1	xue1 xie1		5301
u	糊		hu2			5300
u	湖		hu2			5300
u	弧		hu2			5299
u	狐		hu2			5299
u	壺	壶	hu2			5299
u	胡		hu2			5299
u	褲	裤	ku4			5294
en	診	诊	zhen3			5285
en	診	诊	zhen4	!		5285
ei	背		bei4			5279
in	印		yin4			5277
e	越		yue1			5272
o	越		huo2	*		5272
ui	隨	随	sui2	sui2 cui2*		5259
an	仙		sian1			5248
iu	綠	绿	liu1	liu1 lu1		5241
ui	規	规	gui1			5240
ui	歸	归	gui1			5240
a	呀		xa1	!		5235
a	呀		ya2			5235
a	呀		ya4	*		5235
ang	剛	刚	gang1			5219
ai	派		pai4			5215
i	居		ji1	!		5213
iu	居		ju1			5213
an	前		cian2			5207
an	錢	钱	cian2			5207
an	錢	钱	zian3	*		5207
o	歌		geo1			5205
u	初		chu1		+ chuo1 ?	5194
o	角		juo1			5193
u	角		lu1	*		5193
y	支		zhy1			5190
y	治		chy2	*		5177
y	治		zhy4			5177
ing	命		ming4			5176
an	鍵	键	qan2	!		5165
an	鍵	键	jan4			5165
i	議	议	yi4			5155
e	結	结	je1			5129
ung	仲		zhung4			5128
an	鍊	炼	lian4			5095
en	恩		en1			5083
eng	症		zheng1		?	5083
u	戶	户	hu4			5072
u	護	护	hu4			5071
u	互		hu4	hu1		5071
au	貓	猫	mau2			5070
au	貓	猫	miau2	*		5070
an	函		han2			5038
an	函		xan2	*		5038
ou	究		jou4			5036
a	納	纳	na1			5032
in	欣		xin1			5027
an	善		shan4			5014
ang	肛		jang1	gang1		5000
ang	肛		xang1			5000
ang	綱	纲	gang1			5000
ang	鋼	钢	gang1			5000
ang	鋼	钢	kang4	!		5000
ou	夠	够	gou1	gou4		5000
ou	夠	够	kou1	!		5000
e	夜		ye4			4997
a	巴		ba1			4995
ang	降		xang2			4991
ang	降		jang4			4991
an	端		duan1			4986
e	策		che1			4969
i	績	绩	zi1			4969
ing	領	领	ling3			4957
au	廖		liau2		?	4949
ou	廖		liou4	*	?	4949
an	監	监	jan1			4940
an	監	监	jan4			4940
ang	莊	庄	zhuang1			4937
un	蹲		cun2	dun1		4926
an	敦		tuan2	!		4925
un	敦		dun1			4925
un	敦		dun4	*		4925
ui	敦		dui1	!		4925
an	般		ban1			4917
an	般		pan2	*		4917
i	食		yi4	*		4901
y	食		shy2			4901
eng	昇	升	sheng1			4897
eng	諷	讽	feng4			4897
i	細	细	si4			4864
au	橋	桥	qau2			4862
ui	貴	贵	gui4			4847
ang	航		hang2			4839
ang	杭		hang2			4838
ui	櫃	柜	gui4			4825
ai	排		pai2			4824
ai	牌		pai2			4823
i	米		mi3			4816
ai	蓋	盖	gai4			4800
o	蓋	盖	geo1	*		4800
o	蓋	盖	heo2	*		4800
e	劃	划	hue1	hua1		4797
e	劃	划	hue2	hua2		4797
au	豪		hau2			4788
iu	預	预	yu4			4784
ang	詳	详	siang2			4778
ang	詳	详	yang2	!		4778
in	淋		lin2	lin2 liun2		4770
in	林		lin2			4768
eng	奉		feng4			4746
eng	俸		beng3	*		4745
eng	俸		feng4			4745
eng	鳳	凤	feng4			4745
ai	材		cai2			4744
au	勞	劳	lau2			4739
au	勞	劳	lau4	!		4739
ou	秋		ciou1			4735
an	算		suan3	!		4721
an	算		suan4			4721
an	蒜		suan4			4720
an	半		ban4			4655
i	伊		yi1			4643
o	火		huo3			4643
e	澤	泽	zhe2			4615
an	減	减	jan3			4612
an	減	减	xan4	*		4612
ang	尚		chang2	*		4607
ang	尚		shang4			4607
i	壹		yi1			4596
iu	酗		xu4			4594
ei	梅		mei2			4581
an	宣		siuan1			4574
o	哦		eo2			4561
au	套		tau4			4555
y	死		sy3			4537
eng	封		feng1			4534
eng	封		feng4	*		4534
an	願	愿	yuan4			4509
iu	足		ziu1			4509
iu	足		ziu4	!		4509
ang	望		wang2	!		4501
ang	望		wang4			4501
iu	曲		qu1			4487
iu	呂	吕	liu3			4478
o	谷		juo2	*		4462
u	谷		gu1			4462
u	谷		lu1	*		4462
iu	谷		yu1	*		4462
i	微		vi2		+ vi3 ?	4445
e	額	额	e1			4443
iung	囧		jung3			4440
i	希		xi1			4428
ang	癢	痒	yang3			4423
ang	仰		yang3			4423
ang	仰		yang4	*		4423
au	告		gau4			4408
u	告		ku1	*		4408
au	毫		hau2			4400
in	尋	寻	sin2	sin2 siun2		4392
a	甲		ja1			4390
u	夫		fu1			4378
u	夫		fu2	*		4378
ang	央		yang1			4368
ung	宋		sung4			4366
ing	姓		sing4	sing4 sing3*		4353
ing	性		sing4			4353
ing	訂	订	ting1	ding1		4339
ing	訂	订	ding4			4339
u	茂		mu4	mau4		4337
an	演		yan3			4326
e	野		ye3			4323
u	野		shu4	*		4323
i	迷		mi2			4310
ang	樣	样	yang4			4280
i	秘		bi4	mi4 bi4*		4278
ai	屆	届	jai4			4256
en	珍		zhen1	zhen3		4249
an	穿		chuan1			4237
an	穿		chuan4	!		4237
au	掉		diau4			4235
o	掉		nuo1	*		4235
ang	窗		chuang1			4232
eng	彭		peng2			4225
i	積	积	zi1			4210
y	積	积	zy4	*		4210
an	蛋		dan4			4205
o	囉	罗	luo2			4189
ang	唐		tang2			4186
u	模		mu2	muo2		4180
an	憲	宪	xan4			4178
i	擬	拟	yi3			4175
iu	予		yu2			4167
iu	予		yu3			4167
au	草		cau3			4139
iu	雨		yu3			4131
iu	雨		yu4	*		4131
iun	軍	军	jun1			4129
ai	殺	杀	shai4	*		4124
a	殺	杀	sha1			4124
o	哥		geo1	geo3 geo1*		4123
a	拿		na2			4102
o	坐		zuo4			4099
u	伍		wu3			4097
i	喜		xi3			4072
y	紫		zy3			4069
ang	藏		cang2			4067
ang	藏		zang4			4067
ai	釵	钗	chai1			4066
un	聞	闻	wun2			4065
un	聞	闻	wun4	*		4065
ai	袋		dai4			4062
o	貨	货	huo4			4059
in	敏		min3			4053
un	純	纯	chun2			4053
un	純	纯	zhun3	*		4053
e	隉	陧	ye1			4046
i	裏	里	li3			4034
u	輔	辅	fu4	fu3		4033
ing	停		ting2			4022
i	戲	戏	xi1	*		4022
i	戲	戏	xi4			4022
u	戲	戏	hu1	*		4022
un	遜	逊	sun4	siun4		4019
iun	訓	训	xun4			4018
i	離	离	li2			4017
i	離	离	li4			4017
e	潔	洁	je1			4011
e	傑	杰	je2			4011
i	濟	济	zi3			4009
i	濟	济	zi4			4009
i	蜜		mi1			4005
i	密		mi1			4005
e	柏		be1			4005
i	覓	觅	mi1			4004
an	驗	验	yan4			4001
ing	廳	厅	ting1			4000
ing	婷		ting2			4000
an	宴		yan3	*		4000
an	宴		yan4			4000
ing	庭		ting2	ting1		4000
ing	廷		ting2	ting1		3999
ing	廷		ding4	!		3999
ing	亭		ting2			3999
an	軟	软	rhuan3			3996
au	召		shau4	*		3996
au	召		zhau4			3996
au	銷	销	siau1			3996
ing	晶		zing1			3991
u	敷		fu1			3990
ung	童		tung2			3986
y	碩	硕	shy2			3986
i	迪		di2			3981
i	皮		pi2			3981
u	孵		fu1			3980
u	膚	肤	fu1			3980
ai	艾		ai4			3979
i	艾		yi4			3979
au	笑		siau4			3971
e	決	决	jue1			3967
e	決	决	xue1			3967
u	復	复	fu2			3957
u	復	复	fu4			3957
an	短		duan3			3954
in	引		yin3			3953
in	引		yin4			3953
ou	猷		you2			3929
iung	宮	宫	jung1			3924
ing	頂	顶	ding3			3901
y	識	识	shy1			3887
y	識	识	zhy4			3887
o	哲		zheo1			3880
i	莉		li2			3877
y	莉		chy2			3877
ui	累		lui3			3854
ui	累		lui4			3854
ang	訪	访	fang4			3842
an	勸	劝	quan4			3837
an	券		quan4			3836
o	末		muo1			3831
i	廢	废	fi4			3830
a	夏		xa4			3826
e	索		she1			3825
o	索		suo1			3825
y	索		shy1			3825
y	詞	词	sy2			3823
y	辭	辞	sy2			3822
ung	功		gung1			3814
ang	棒		bang4			3799
o	諾	诺	nuo1			3798
an	寬	宽	kuan1			3797
an	曼		man2			3764
an	曼		wan4			3764
ui	雷		lui2			3760
u	杜		du4			3759
an	船		chuan2			3759
ing	盈		ying2			3757
ing	評	评	ping2			3752
ing	評	评	bing4			3752
in	頻	频	pin2			3752
ing	境		jing3			3752
in	訊	讯	sin4			3751
an	唸	念	dian4			3724
an	念		nian4			3724
an	煙	烟	yan1			3710
au	遭		zau1			3707
au	耀		yau4			3700
an	灌		guan4			3691
an	罐		guan4			3690
a	跨		kua1			3668
a	跨		kua3			3668
a	跨		kua4			3668
u	跨		ku4			3668
iun	倫	伦	liun2			3668
in	錦	锦	jin3			3654
ang	旁		pang2			3642
y	砥		zhy1			3630
y	砥		zhy3			3630
u	貿	贸	mu4			3624
en	沈		chen2			3616
en	沈		shen3			3616
en	沈		zhen4			3616
iun	詢	询	siun1			3609
ou	洲		zhou1			3608
an	顯	显	xan3			3593
ung	弄		lung4			3587
ou	州		zhou1			3573
ang	翔		siang2			3555
e	挾	挟	xe2			3544
e	耶		ye2			3542
eng	丁		zheng1			3541
ing	丁		ding1			3541
y	雌		cy1			3526
an	兼		jan1			3526
an	兼		jan4			3526
i	雞	鸡	ji1			3524
un	孫	孙	sun1			3517
o	魔		muo2			3508
y	址		zhy3			3502
au	稍		shau3			3495
au	稍		shau4			3495
au	曉	晓	xau3			3491
au	燒	烧	shau1			3483
au	燒	烧	shau4			3483
au	捎		shau1			3482
au	捎		siau1			3482
u	舞		wu3			3481
au	奧	奥	au4			3477
au	覺	觉	jau4			3471
o	覺	觉	juo1			3471
an	眼		yan3			3445
an	母		guan1			3445
u	母		mu3			3445
i	尾		vi3			3444
au	早		zau3			3435
ang	狀	状	zhuang4			3431
u	某		mu3			3430
au	消		siau1			3420
i	適	适	di1			3414
y	適	适	shy1			3414
y	適	适	zhy1			3414
ing	鼎		ding3			3392
y	勢	势	shy4			3385
ing	坪		ping2			3380
ing	坪		bing4			3380
a	沙		sha1			3377
a	沙		sha4			3377
an	餐		can1			3369
an	酸		suan1			3366
ang	彰		zhang1			3366
an	賺	赚	zhan4			3363
ang	賞	赏	shang3			3360
ung	弘		hung2			3360
i	息		si1			3359
ou	休		xou1			3352
o	烙		luo1			3350
au	刀		dau1			3349
y	植		shy2			3335
y	植		zhy4			3335
i	譯	译	yi1			3334
e	蛂		bie2			3331
in	勤		qin2			3321
au	孝		xau4			3307
y	始		shy3			3306
an	憸		cian1			3295
an	憸		sian1			3295
an	憸		cian3			3295
an	憸		xan3			3295
o	略		liuo1			3292
au	毛		mau2			3288
au	毛		mau4			3288
ang	杖		zhang4			3285
ang	丈		zhang4			3285
ang	仗		zhang4			3285
ang	帳	帐	zhang4			3285
ang	脹	胀	zhang4			3285
ang	障		zhang1			3285
ang	障		zhang4			3285
u	肉		rhu1			3269
iu	舉	举	ju3			3265
i	異	异	yi4			3257
a	哇		ya1			3254
a	哇		wa1			3254
ang	坊		fang1			3253
ang	坊		fang2			3253
u	毒		du2			3251
ui	季		gui4			3245
eng	升		sheng1			3242
eng	冷		leng3			3241
ing	冷		ling2			3241
ing	冷		ling3			3241
i	菲		fi1			3239
i	菲		fi3			3239
i	菲		fi4			3239
an	官		guan1			3235
ang	皇		huang2			3234
ou	牛		you2			3217
u	獨	独	du2			3217
o	落		luo1			3214
u	楚		chu3			3196
u	楚		chu4			3196
o	腳	脚	juo1			3192
au	繳	缴	jau3			3192
e	繳	缴	he2			3192
o	繳	缴	zhuo1			3192
an	散		san3			3172
an	散		san4			3172
iu	漁	渔	yu2			3171
au	效		xau4			3159
au	秒		miau3			3157
iu	序		siu4			3156
ou	右		you3			3153
ou	右		you4			3153
ang	網	网	wang3			3152
en	粉		fen3			3148
ou	構	构	gou4			3144
a	夾	夹	ja1			3143
o	膜		muo1			3136
u	膜		mu2			3136
ai	菜		cai4			3130
u	魯	鲁	lu3			3126
an	戀	恋	liuan4			3112
u	辜		gu1			3111
an	涵		han2			3110
an	涵		han4			3110
e	俠	侠	xe2			3103
a	狎		xa2			3100
i	歷	历	li1			3087
ing	鏡	镜	jing4			3086
ung	鍾	钟	zhung1			3081
ai	階	阶	jai1			3077
ei	倍		bei4			3077
ang	郎		lang2			3070
an	泉		ciuan2			3068
y	釋	释	shy1			3044
ing	警		jing3			3040
i	替		ti4			3026
an	洗		sian3			3024
i	洗		si3			3024
y	隻	只	zhy1			3021
y	貳	贰	el4			3012
e	捷		zie2			3011
y	廿		rhy1			3000
y	慈		cy2			3000
y	瓷		cy2			3000
y	磁		cy2			3000
y	祠		sy2			3000
an	豔	艳	yan4			3000
an	乾	干	gan1			2999
an	乾	干	qan2			2999
an	燕		yan1			2988
an	燕		yan4			2988
ang	汪		wang1			2986
ang	汪		wang3			2986
ang	汪		wang4			2986
iung	融		yung2			2982
an	彥	彦	yan4			2967
an	險	险	xan3			2962
au	飽	饱	bau3			2961
e	曰		yue1			2955
an	韓	韩	han2			2954
ung	彋		hung2			2953
ing	冰		bing1			2948
ai	拜		bai4			2930
ing	京		jing1			2926
o	駱	骆	luo1			2920
ai	懷	怀	huai2			2918
o	爍	烁	shuo1			2915
ing	聘		ping4			2914
ing	井		zing3			2911
e	佰		me1			2909
e	側	侧	zhe1			2904
u	述		shu2			2902
eng	爭	争	zheng1			2889
au	僑	侨	qau2			2888
ui	稅	税	shui4			2886
ung	懂		dung3			2885
a	瑪	玛	ma3			2878
o	破		puo4			2867
i	帝		di4			2866
au	跑		pau2			2848
o	跑		buo2			2848
iu	芋		yu2			2840
iu	芋		yu4			2840
ang	壯	壮	zhuang4			2833
ang	況	况	huang4			2832
an	岩		yan2			2832
eng	盟		meng4			2830
ing	盟		ming2			2830
o	洛		luo1			2829
e	竊	窃	cie1			2826
e	妾		cie1			2825
e	切		cie1			2825
i	切		ci4			2825
o	莫		muo1			2825
e	冊	册	che1			2822
o	鞥		eo1			2812
ang	禳		rhang2			2793
au	陶		tau2			2793
au	陶		yau2			2793
e	擇	择	zhe2			2792
ung	董		dung3			2783
ang	湯	汤	shang1			2773
ang	湯	汤	tang1			2773
ang	湯	汤	tang4			2773
un	坤		kun1			2769
an	扂		dian4			2758
ing	淨	净	zing4			2754
y	茲	兹	zy1			2753
y	茲	兹	cy2			2753
eng	孟		meng4			2749
e	瞱		ye1			2748
u	顧	顾	gu4			2747
an	炎		yan2			2743
ang	抗		hang2			2730
ang	抗		kang4			2730
ei	貝	贝	bei4			2727
an	肝		gan1			2727
ou	首		shou3			2727
ou	首		shou4			2727
an	竿		gan1			2726
an	干		gan1			2726
an	杆		gan4			2726
an	甘		gan1			2726
an	柑		gan1			2725
an	占		zhan1			2720
an	占		zhan4			2720
ai	萊	莱	lai2			2710
ai	萊	莱	lai4			2710
y	赤		chy1			2702
ei	杯		bei1			2700
au	巧		qau3			2699
au	巧		qau4			2699
ei	盃	杯	bei1			2699
ai	塞		sai4			2693
e	塞		se1			2693
i	輯	辑	zi2			2690
i	習	习	si2			2685
i	琪		qi2			2685
ui	追		zhui1			2682
u	築	筑	zhu1			2676
eng	賸	剩	sheng4			2673
ing	賸	剩	ying4			2673
u	步		bu4			2668
an	潘		pan1			2661
au	討	讨	tau3			2657
au	昭		zhau1			2654
iu	旭		xu1			2651
an	沾		zhan1			2648
an	沾		tian1			2648
an	沾		dian4			2648
an	詹		zhan1			2647
a	怕		pa4			2646
e	怕		pe1			2646
u	虎		hu3			2644
e	拍		pe1			2638
e	藉		zie4			2638
i	藉		zi2			2638
an	亂	乱	luan4			2633
i	幾	几	ji1			2632
i	幾	几	qi2			2632
i	幾	几	ji3			2632
i	幾	几	ji4			2632
ung	蟲	虫	chung2			2631
ung	蟲	虫	zhung4			2631
un	雯		wun2			2627
a	牙		ya2			2627
an	仟		cian1			2626
i	婓		fi1			2623
i	抵		di3			2617
o	頗	颇	puo1			2616
o	頗	颇	puo3			2616
o	頗	颇	puo4			2616
an	鑑	鉴	jan1			2613
an	鑑	鉴	jan4			2613
u	盧	卢	lu2			2606
u	租		zu1			2606
o	錯	错	cuo1			2604
u	錯	错	cu4			2604
au	靠		kau4			2601
en	甚		shen4			2599
an	典		dian3			2594
i	否		bi4			2592
u	否		fu3			2592
o	拓		tuo1			2592
y	拓		zhy1			2592
ai	態	态	tai4			2589
an	驒		dian1			2588
an	驒		tan2			2588
o	驒		tuo2			2588
u	勿		wu1			2584
ung	銅	铜	tung2			2582
un	頓	顿	dun4			2573
in	飲	饮	yin3			2571
in	飲	饮	yin4			2571
i	籍		zi2			2565
ou	鬥	斗	dou4			2560
an	晚		wan3			2559
iu	域		yu1			2553
o	呵		heo1			2547
o	呵		heo4			2547
an	痊		ciuan1			2543
ung	鐘	钟	zhung1			2543
o	麼	么	muo3			2536
o	余		cheo2			2514
iu	余		yu2			2514
o	岳		yuo1			2508
ou	購	购	gou4			2500
un	婚		hun1			2493
ing	竟		jing4			2493
au	操		cau1			2490
au	操		cau4			2490
ou	操		sou3			2490
ang	床		chuang2			2488
an	研		yan2			2474
an	研		yan4			2474
in	琳		lin2			2473
y	似		sy4			2466
an	娟		yuan1			2460
i	碁	棋	qi2			2459
e	跌		die2			2456
an	歡	欢	huan1			2455
ung	衝	冲	chung1			2453
ou	悠		you2			2450
ou	侯		hou2			2447
a	薩	萨	sa1			2446
a	卅		sa1			2445
i	席		si2			2436
e	喝		ye4			2436
o	喝		heo1			2436
au	妙		miau4			2434
iung	勇		yung3			2426
e	疊	叠	die2			2426
e	蝶		tie1			2425
e	蝶		die2			2425
eng	芃		feng2			2422
eng	芃		peng2			2422
u	午		wu3			2418
en	審	审	shen3			2410
ing	寧	宁	ning2			2410
iung	兇	凶	xung1			2407
iung	兇	凶	xung3			2407
iung	兄		xung1			2406
ai	害		hai4			2401
e	碟		die2			2400
e	諜	谍	die2			2400
an	探		tan1			2399
an	探		tan4			2399
an	摻	掺	shan1			2398
an	摻	掺	shan3			2398
e	借		zie4			2389
i	借		zi1			2389
o	池		tuo2			2387
y	池		chy2			2387
iu	鈺	钰	yu1			2375
e	勒		le1			2369
an	漸	渐	zian1			2368
an	漸	渐	zian4			2368
ung	攻		gung1			2365
e	絕	绝	ziue2			2356
o	葛		geo1			2347
iu	鋁	铝	liu3			2345
ung	痛		tung4			2341
ai	唉		ai1			2340
ai	唉		yai3			2340
ui	銳	锐	dui4			2336
ui	銳	锐	wui4			2336
eng	鵬	鹏	peng2			2334
ui	類	类	lui4			2332
ui	淚	泪	lui4			2331
an	珊		san1			2323
ing	屏		bing1			2322
ing	屏		ping2			2322
ing	屏		bing3			2322
ung	沖	冲	chung2			2314
ung	充		chung1			2314
i	膉		yi1			2297
ang	旺		wang4			2296
ou	郵	邮	you2			2294
ang	唱		chang4			2292
iu	于		yu2			2291
un	滾	滚	gun3			2287
ung	崇		chung2			2277
ing	丙		bing3			2275
an	軒	轩	xan1			2272
a	刷		shua1			2265
o	刷		shuo1			2265
i	蒂		di4			2259
eng	併	并	beng4			2258
ing	併	并	bing3			2258
ing	併	并	bing4			2258
ei	妹		mei4			2258
o	幕		muo1			2256
ui	退		tui4			2255
an	岸		an4			2253
ei	陪		pei2			2251
ei	賠	赔	pei2			2250
