韻	字	簡化字	推導音	校正音	註
ang	䒢		ang2		
ang	哤		mang2		
ang	哴		lang2		
ang	唐		tang2		
ang	娏		mang2		
ang	娘		niang2		
ang	旁		pang2		
ang	栙		xang2		
ang	样		yang2		
ang	桁		hang2		
ang	欴		lang2		
ang	浝		mang2		
ang	烊		yang2		
ang	狵		mang2		
ang	缻		xang2		
ang	胮		pang2		
ang	胻		hang2		
ang	航		hang2		
ang	莣		wang2		
ang	莨		lang2		
ang	蚟		wang2		
ang	蚢		hang2		
ang	浪		lang2		
ang	狼		lang2		
ang	凉		liang2		
ang	祥		siang2		
ang	㙊		chang2		
ang	䀮		mang2		
ang	偟		huang2		
ang	凰		huang2		
ang	堂		tang2		
ang	常		chang2		
ang	強	强	qang2		
ang	徜		chang2		
ang	朚		mang2		
ang	朚		wang2		
ang	望		wang2		
ang	桹		lang2		
ang	涳		nang2		
ang	涼	凉	liang2		
ang	淙		chuang2		
ang	牻		mang2		
ang	琅		lang2		
ang	瓺		chang2		
ang	痒		siang2		
ang	眻		yang2		
ang	硭		wang2		
ang	萇	苌	chang2		
ang	蓈		lang2		
ang	趽		pang2		
ang	軖		kuang2		
ang	陽	阳	yang2		
ang	隍		huang2		
ang	梁		liang2		
ang	㭿		ang2		
ang	㹁		liang2		
ang	䧜		tang2		
ang	傍		pang2		
ang	傏		tang2		
ang	啺		tang2		
ang	堭		huang2		
ang	場	场	chang2		
ang	媓		huang2		
ang	崲		huang2		
ang	崵		yang2		
ang	徨		huang2		
ang	惶		huang2		
ang	揚	扬	yang2		
ang	敭		yang2		
ang	棠		tang2		
ang	椋		liang2		
ang	榔		lang2		
ang	湟		huang2		
ang	瑯	琅	lang2		
ang	痝		mang2		
ang	硠		lang2		
ang	稂		lang2		
ang	筕		hang2		
ang	翔		siang2		
ang	舽		pang2		
ang	葟		huang2		
ang	蛘		yang2		
ang	遑		huang2		
ang	黃	黄	huang2		
ang	量		liang2		
ang	䜶		xang2		
ang	䩕		ang2		
ang	塘		tang2		
ang	搪		tang2		
ang	暘	阳	yang2		
ang	楊	杨	yang2		
ang	溏		tang2		
ang	煌		huang2		
ang	煬	炀	yang2		
ang	瑒		yang2		
ang	甞		chang2		
ang	禓		yang2		
ang	筤		lang2		
ang	粮		liang2		
ang	粱		liang2		
ang	腸	肠	chang2		
ang	艆		lang2		
ang	蓎		tang2		
ang	蛖		mang2		
ang	蜋		lang2		
ang	蜋		liang2		
ang	詳	详	siang2		
ang	詳	详	yang2		
ang	跭		xang2		
ang	軭		kuang2		
ang	隚		tang2		
ang	頏	颃	hang2		
ang	廊		lang2		
ang	㲥		tang2		
ang	㼺		tang2		
ang	䅣		huang2		
ang	䗅		chang2		
ang	䡙		lang2		
ang	䭹		ang2		
ang	勥		qang2		
ang	嘗	尝	chang2		
ang	嫦		chang2		
ang	撗		huang2		
ang	朢	望	wang2		
ang	榶		tang2		
ang	潢		huang2		
ang	煻		tang2		
ang	獚		huang2		
ang	瑭		tang2		
ang	瘍	疡	yang2		
ang	碭	砀	tang2		
ang	綡		liang2		
ang	膀		pang2		
ang	螂		lang2		
ang	裳		chang2		
ang	踉		lang2		
ang	踉		liang2		
ang	躴		lang2		
ang	鋩		wang2		
ang	郎		lang2		
ang	㼻		chuang2		
ang	䅭		pang2		
ang	䝶		liang2		
ang	䠆		chang2		
ang	䣼		liang2		
ang	噇		chuang2		
ang	幢		chuang2		
ang	撞		chuang2		
ang	樘		tang2		
ang	璜		huang2		
ang	磄		tang2		
ang	篁		huang2		
ang	膛		tang2		
ang	艎		huang2		
ang	蝗		huang2		
ang	輬		liang2		
ang	鋃	锒	lang2		
ang	閬	阆	lang2		
ang	魧		hang2		
ang	魴	鲂	fang2		
ang	鴋		fang2		
ang	䯖		lang2		
ang	噥	哝	nang2		
ang	墻	墙	ciang2		
ang	嬙	嫱	ciang2		
ang	廧		ciang2		
ang	彊	强	qang2		
ang	橖		tang2		
ang	橦	幢	chuang2		
ang	癀		huang2		
ang	磺		huang2		
ang	篖		tang2		
ang	篣		pang2		
ang	薔	蔷	ciang2		
ang	螃		pang2		
ang	螗		tang2		
ang	諹		yang2		
ang	踼		tang2		
ang	輰		yang2		
ang	鋿		chang2		
ang	糖		tang2		
ang	䠙		pang2		
ang	償	偿	chang2		
ang	檣	樯	ciang2		
ang	牆	墙	ciang2		
ang	簧		huang2		
ang	糛		tang2		
ang	藏		cang2		
ang	螳		tang2		
ang	蟥		huang2		
ang	赯		tang2		
ang	醣		tang2		
ang	鍚		yang2		
ang	餭		huang2		
ang	駹		mang2		
ang	駺		lang2		
ang	鴹		yang2		
ang	䁸		nang2		
ang	䉎		tang2		
ang	䣘		tang2		
ang	䵨		mang2		
ang	趪		huang2		
ang	鎕		tang2		
ang	韹		huang2		
ang	颺	扬	yang2		
ang	餹		tang2		
ang	鬃		chuang2		
ang	鵟		kuang2		
ang	糧	粮	liang2		
ang	儴		rhang2		
ang	勷		rhang2		
ang	瀧	泷	lang2		
ang	蘉		mang2		
ang	闛		tang2		
ang	騜		huang2		
ang	髈		pang2		
ang	龐	庞	pang2		
ang	孃	娘	rhang2		
ang	孃	娘	niang2		
ang	攘		rhang2		
ang	瀼		rhang2		
ang	獽		rhang2		
ang	蘘		rhang2		
ang	蘠		ciang2		
ang	騯		pang2		
ang	鰉	鳇	huang2		
ang	鰑		yang2		
ang	禳		rhang2		
ang	鶶		tang2		
ang	囊		nang2		
ang	瓤		rhang2		
ang	瓤		niang2		
ang	穰		rhang2		
ang	鱑		huang2		
ang	䉴		rhang2		
ang	蠰		nang2		
ang	鬞		nang2		
ang	䲔		qang2		
ang	躟		rhang2		
ang	鸉		yang2		
ang	鑲	镶	rhang2		
ang	鑲	镶	niang2		
ang	䮾		lang2		
ang	鬤		rhang2		
ang	𠈵		mang2		
ang	𡩩		mang2		
ang	𣀮		rhang2		
ang	𣃘		chuang2		
ang	𣄴		liang2		
ang	𣰊		nang2		
ang	𤚫		tang2		
ang	𤛋		tang2		
ang	𤞛		ciang2		
ang	𤯷		huang2		
ang	𥂸		yang2		
ang	𥆙		mang2		
ang	𥍫		lang2		
ang	𥏬		tang2		
ang	𥐞		mang2		
ang	𦍙		siang2		
ang	𦍹		yang2		
ang	𦐄		hang2		
ang	𦗳		nang2		
ang	𦭵		yang2		
ang	𦵧		lang2		
ang	𨀘		siang2		
ang	𨁈		hang2		
ang	𨍴		tang2		
ang	𨛌		mang2		
ang	𨛌		wang2		
ang	𨜔		huang2		
ang	𨜷		pang2		
ang	𨝴		huang2		
ang	𨟚		rhang2		
ang	𨶈		tang2		
ang	𩆶		rhang2		
ang	𩋬		yang2		
ang	𩐨		pang2		
ang	𩗬		liang2		
ang	𩞐		chuang2		
ang	𩟊		nang2		
ang	𩪘		chuang2		
ang	𩵭		wang2		
ang	𩷕		lang2		
ang	𩹶		tang2		
ang	𩼝		chang2		
ang	𪁜		lang2		
ang	𪄹		chang2		
ang	𪆯		nang2		
ang	𪕹		tang2		
ang	丄		shang4		
ang	丈		zhang4		
ang	上		shang4		
ang	亢		kang4		
ang	仉		zhang3		
ang	卬	昂	yang3		
ang	王		wang4		
ang	仗		zhang4		
ang	仰		yang3		
ang	仰		yang4		
ang	仿		fang3		
ang	伉		kang4		
ang	光		guang4		
ang	匠		ziang4		
ang	吂		mang4		
ang	向		shang4		
ang	向		xang4		
ang	妄		wang4		
ang	弜		jang4		
ang	汒		wang4		
ang	网		wang3		
ang	邟		kang4		
ang	邡		fang4		
ang	阬	坑	kang4		
ang	防		fang4		
ang	行		hang4		
ang	㒳		liang3		
ang	亨		xang3		
ang	况		huang4		
ang	吭		hang4		
ang	壯	壮	zhuang4		
ang	妨		fang4		
ang	彷		fang3		
ang	忘		wang4		
ang	忼		kang3		
ang	抗		kang4		
ang	杖		zhang4		
ang	汪		wang3		
ang	汪		wang4		
ang	汻		hang3		
ang	沆		hang4		
ang	犺		kang4		
ang	狂		guang4		
ang	迋		guang3		
ang	迋		wang4		
ang	㭋		bang4		
ang	㽴		zhang4		
ang	享		xang3		
ang	咉		ang3		
ang	坱		ang3		
ang	姎		ang3		
ang	宕		dang4		
ang	尚		shang4		
ang	岟		yang3		
ang	帑		tang3		
ang	往		wang3		
ang	怏		yang3		
ang	怏		yang4		
ang	怳		huang3		
ang	放		fang3		
ang	放		fang4		
ang	旺		wang4		
ang	昉		fang3		
ang	枉		wang3		
ang	枊		ang4		
ang	況	况	huang4		
ang	泱		ang3		
ang	炕		kang4		
ang	玤		bang4		
ang	瓬		fang3		
ang	罔		wang3		
ang	肨		pang4		
ang	長	长	zhang3		
ang	長	长	zhang4		
ang	兩	两	liang3		
ang	兩	两	liang4		
ang	狀	状	zhuang4		
ang	降		jang4		
ang	㽘		gang3		
ang	亯		xang3		
ang	俇		guang4		
ang	俍		lang3		
ang	剏		chuang4		
ang	巷		xang4		
ang	映		ang3		
ang	昶		chang3		
ang	昶		chang4		
ang	柍		yang3		
ang	洚		jang4		
ang	炴		yang3		
ang	相		siang4		
ang	砊		kang4		
ang	胖		pang4		
ang	荒		huang4		
ang	虹		jang4		
ang	亮		liang4		
ang	㔝		liang3		
ang	㝗		lang3		
ang	㟐		mang3		
ang	㟐		mang4		
ang	㤮		guang4		
ang	㤮		wang4		
ang	㿮		yang4		
ang	䒢		yang3		
ang	倆	俩	liang3		
ang	倘		tang3		
ang	倡		chang4		
ang	倣	仿	fang3		
ang	党		dang3		
ang	哴		liang4		
ang	唴		qang4		
ang	埌		lang4		
ang	奘		zang4		
ang	崀		lang3		
ang	恙		yang4		
ang	悢		liang4		
ang	晃		huang4		
ang	桄		guang4		
ang	珦		shang4		
ang	珦		xang4		
ang	盎		ang3		
ang	盎		ang4		
ang	秧		yang3		
ang	笐		hang4		
ang	紡	纺	fang3		
ang	舫		bang4		
ang	舫		fang4		
ang	莽		mang3		
ang	蚌		bang4		
ang	蚢		hang4		
ang	蚢		kang4		
ang	逛		guang3		
ang	酐		hang3		
ang	鬯		chang4		
ang	朗		lang3		
ang	浪		lang4		
ang	㑰		yang4		
ang	䇦		ang3		
ang	䟘		gang3		
ang	䟘		hang4		
ang	䡉		kang3		
ang	䡉		kuang3		
ang	偒		tang3		
ang	唱		chang4		
ang	將	将	ziang4		
ang	帳	帐	zhang4		
ang	張	张	zhang4		
ang	弶		jang4		
ang	悵	怅	chang4		
ang	惘		wang3		
ang	惝		tang3		
ang	掆		kang4		
ang	掚		liang3		
ang	朖		lang3		
ang	望		wang4		
ang	涼	凉	liang4		
ang	淌		tang3		
ang	淙		shuang4		
ang	爽		shuang3		
ang	瓺		zhang4		
ang	痒		yang3		
ang	痒		yang4		
ang	眻		yang4		
ang	紻		yang3		
ang	羕		yang4		
ang	菪		dang4		
ang	菵		wang3		
ang	訪	访	fang4		
ang	象		siang4		
ang	趽		fang4		
ang	掠		liang4		
ang	㳹		wang3		
ang	㹁		liang4		
ang	䀶		liang4		
ang	䖮		xang3		
ang	䞪		ziang4		
ang	䟫		chang3		
ang	傋		jang3		
ang	傋		xang3		
ang	傍		bang4		
ang	創	创	chuang4		
ang	喪	丧	sang4		
ang	婸		dang4		
ang	崵		dang4		
ang	愓		dang4		
ang	慌		huang3		
ang	掌		zhang3		
ang	敞		chang3		
ang	暀		huang4		
ang	暀		wang3		
ang	暀		wang4		
ang	棒		bang4		
ang	棓		bang4		
ang	棢		wang3		
ang	榔		lang3		
ang	港		jang3		
ang	湯	汤	tang4		
ang	瓽		dang3		
ang	瓽		dang4		
ang	絳	绛	jang4		
ang	綁	绑	bang3		
ang	缿		xang4		
ang	脹	胀	zhang4		
ang	脼		liang3		
ang	茻		mang3		
ang	萫		xang4		
ang	葬		zang4		
ang	蛘		yang3		
ang	蛧		wang3		
ang	衖		xang4		
ang	詇		yang3		
ang	詇		yang4		
ang	貺	贶	huang4		
ang	軮		ang3		
ang	逿		dang4		
ang	閌	闶	kang4		
ang	項	项	xang4		
ang	量		liang4		
ang	㺊		yang4		
ang	䁁		liang4		
ang	䊋		zhuang4		
ang	䬬		yang3		
ang	䬬		yang4		
ang	傷	伤	shang4		
ang	傸		chuang3		
ang	像		siang4		
ang	勨		siang4		
ang	勨		yang3		
ang	嗓		sang3		
ang	壾		mang3		
ang	嵣		dang4		
ang	幌		huang4		
ang	徬	旁	bang4		
ang	想		siang3		
ang	愴	怆	chuang3		
ang	愴	怆	chuang4		
ang	慃		yang3		
ang	搒		bang4		
ang	搡		sang3		
ang	搶	抢	ciang3		
ang	搶	抢	chuang3		
ang	滄	沧	chuang4		
ang	滉		huang4		
ang	漭		mang3		
ang	漭		mang4		
ang	煬	炀	yang4		
ang	當	当	dang4		
ang	痮		zhang4		
ang	臦		guang4		
ang	蒗		lang4		
ang	蒡		bang3		
ang	蒼	苍	cang3		
ang	蝆		yang3		
ang	裝	装	zhuang4		
ang	裲		liang3		
ang	詤		huang3		
ang	誆	诓	guang4		
ang	障		zhang4		
ang	頏	颃	kang4		
ang	骯	肮	hang4		
ang	骯	肮	kang3		
ang	㝩		kang3		
ang	㢓		zhang4		
ang	㢡		ziang3		
ang	㨾		yang4		
ang	㬻		huang3		
ang	㼒		tang3		
ang	䎧		bang4		
ang	䓣		liang3		
ang	䭹		ang3		
ang	䭹		ang4		
ang	僘		chang3		
ang	勥		jang4		
ang	塽		shuang3		
ang	墇		zhang4		
ang	嶂		zhang4		
ang	嶑		siang4		
ang	幛		zhang4		
ang	廣	广	guang3		
ang	慯		shang4		
ang	慷		kang3		
ang	摤		ciang3		
ang	暢	畅	chang4		
ang	朢	望	wang4		
ang	榜		bang3		
ang	榥		huang4		
ang	滰		jang4		
ang	漲	涨	zhang4		
ang	漴		shuang4		
ang	漺		chuang3		
ang	漺		shuang3		
ang	漾		yang4		
ang	潒		dang4		
ang	潒		siang4		
ang	潢		huang4		
ang	牓		bang3		
ang	畼		chang4		
ang	碭	砀	dang4		
ang	網	网	wang3		
ang	緉		liang3		
ang	緉		liang4		
ang	蔣	蒋	ziang3		
ang	蜯		bang4		
ang	蜽		liang3		
ang	誏		lang3		
ang	誑	诳	guang4		
ang	誩		jang4		
ang	踉		liang4		
ang	閧		xang4		
ang	鞅		yang3		
ang	餉	饷	shang4		
ang	養	养	yang3		
ang	養	养	yang4		
ang	髣	仿	fang3		
ang	㦼		shuang4		
ang	㬒		mang3		
ang	㯍		ziang3		
ang	㼽		chuang3		
ang	㼽		shuang3		
ang	䁜		huang3		
ang	䎫		chuang4		
ang	䑗		dang4		
ang	䲱		fang3		
ang	䴚		gang3		
ang	儅	当	dang4		
ang	幢		zhuang4		
ang	廠	厂	chang3		
ang	廠	厂	chang4		
ang	憧		zhuang4		
ang	撞		zhuang4		
ang	曏	向	shang3		
ang	曏	向	shang4		
ang	曏	向	xang3		
ang	曏	向	xang4		
ang	槳	桨	ziang3		
ang	樉		shuang3		
ang	樣	样	yang4		
ang	橡		siang4		
ang	獎	奖	ziang3		
ang	皝		huang4		
ang	磉		sang3		
ang	蕩	荡	dang3		
ang	蕩	荡	dang4		
ang	蕩	荡	tang4		
ang	誷		wang3		
ang	賞	赏	shang3		
ang	賬	账	zhang4		
ang	躺		tang3		
ang	輛	辆	liang4		
ang	輞	辋	wang3		
ang	閬	阆	lang4		
ang	駔	驵	zang3		
ang	駚		ang3		
ang	駚		yang3		
ang	諒	谅	liang4		
ang	䒍		pang3		
ang	彊	强	jang4		
ang	憼		jang3		
ang	擃		nang3		
ang	擋	挡	dang3		
ang	擋	挡	dang4		
ang	氅		chang3		
ang	燙	烫	tang4		
ang	瘴		zhang4		
ang	磢		chuang3		
ang	耩		jang3		
ang	膙		jang3		
ang	螃		bang3		
ang	螃		bang4		
ang	蟒		mang3		
ang	襐		siang4		
ang	諹		yang4		
ang	謊	谎	huang3		
ang	踼		dang4		
ang	踼		tang3		
ang	鄺	邝	guang3		
ang	鋹		chang3		
ang	鋼	钢	kang4		
ang	䁳		mang3		
ang	䉃		ziang3		
ang	䩨		chang4		
ang	償	偿	shang3		
ang	償	偿	shang4		
ang	嚮	向	xang3		
ang	嚮	向	xang4		
ang	壙	圹	kuang4		
ang	懭		kang3		
ang	擴	扩	huang4		
ang	瀁	漾	yang3		
ang	瀁	漾	yang4		
ang	瀇		wang3		
ang	獷	犷	guang3		
ang	璗		dang4		
ang	盪	荡	dang4		
ang	盪	荡	tang4		
ang	繈	襁	jang3		
ang	藏		zang4		
ang	蟓		shang4		
ang	蟓		siang4		
ang	蠁		xang3		
ang	蠁		xang4		
ang	蠎		mang3		
ang	襁		jang3		
ang	謗	谤	bang4		
ang	講	讲	jang3		
ang	醠		ang3		
ang	醠		ang4		
ang	韔		chang4		
ang	魍		wang3		
ang	魎	魉	liang3		
ang	䒎		mang3		
ang	䚎		chuang4		
ang	䭐		yang4		
ang	䰃		bang3		
ang	懬		kuang3		
ang	曠	旷	kuang4		
ang	櫎		huang4		
ang	爌		huang3		
ang	爌		kuang3		
ang	爌		kuang4		
ang	簜		dang4		
ang	糨		jang4		
ang	臩		guang3		
ang	艟		zhuang4		
ang	蹡		ciang4		
ang	醬	酱	ziang4		
ang	闖	闯	chuang3		
ang	颺	扬	yang4		
ang	鯗	鲞	siang3		
ang	䡴		zhuang4		
ang	䤑		wang4		
ang	䥈		mang3		
ang	癢	痒	yang3		
ang	矌		kuang4		
ang	繦		jang3		
ang	顙	颡	sang3		
ang	髈		pang3		
ang	䫪		chuang3		
ang	䫪		shuang3		
ang	䵮		yang4		
ang	嚷		rhang3		
ang	壤		rhang3		
ang	懹		rhang4		
ang	攘		rhang3		
ang	攘		rhang4		
ang	纊	纩	kuang4		
ang	譡		dang4		
ang	鏹	镪	jang3		
ang	響	响	xang3		
ang	饗	飨	xang3		
ang	黨	党	dang3		
ang	䕞		lang4		
ang	䦳		xang4		
ang	曩		nang3		
ang	欀		rhang4		
ang	羻		qang4		
ang	闣		dang4		
ang	髒	脏	zang3		
ang	鶭		fang3		
ang	儻	傥	dang3		
ang	儻	傥	tang3		
ang	儻	傥	tang4		
ang	穰		rhang3		
ang	鱌		siang4		
ang	鷞		shuang3		
ang	䑋		rhang3		
ang	戃		tang3		
ang	攩		dang3		
ang	攩		tang3		
ang	攩		huang4		
ang	灙		dang3		
ang	蠰		rhang3		
ang	蠰		shang4		
ang	儾		nang4		
ang	曭		tang3		
ang	欓		dang3		
ang	爣		tang3		
ang	讓	让	rhang4		
ang	躟		rhang3		
ang	釀	酿	niang4		
ang	㚂		nang4		
ang	㿩		tang3		
ang	攮		nang3		
ang	灢		nang3		
ang	灢		nang4		
ang	矘		tang3		
ang	饟	饷	shang3		
ang	饟	饷	shang4		
ang	驡		zang3		
ang	䣣		dang3		
ang	讜	谠	dang3		
ang	戇	戆	zhuang4		
ang	䖆		rhang3		
ang	䖆		niang4		
ang	𠈵		mang3		
ang	𠉫		guang4		
ang	𠍵		yang4		
ang	𠏤		guang3		
ang	𠓜		liang3		
ang	𠞮		chuang3		
ang	𠸶		sang4		
ang	𡇈		dang4		
ang	𡔞		wang3		
ang	𡕬		hang4		
ang	𡡂		yang4		
ang	𡧽		huang3		
ang	𡲣		jang4		
ang	𡵙		ang4		
ang	𡻚		kang3		
ang	𢗒		bang4		
ang	𢞡		xang3		
ang	𢠵		chang3		
ang	𢠽		dang4		
ang	𢤤		zhuang4		
ang	𢽃		wang3		
ang	𣄵		liang4		
ang	𣆖		huang3		
ang	𣍦		huang4		
ang	𣎲		tang3		
ang	𣓈		liang3		
ang	𣞙		sang3		
ang	𣡆		sang3		
ang	𣢫		wang3		
ang	𣮧		bang3		
ang	𤓯		zhang3		
ang	𤕤		shuang3		
ang	𤰟		hang3		
ang	𤵼		shang4		
ang	𥇉		qang4		
ang	𥇔		chang4		
ang	𥈄		chuang4		
ang	𥗝		rhang3		
ang	𥠴		chang4		
ang	𥤗		dang3		
ang	𥯕		dang4		
ang	𥯕		tang3		
ang	𥽬		niang4		
ang	𦂌		bang3		
ang	𦄍		shuang3		
ang	𦖉		wang3		
ang	𦺨		siang4		
ang	𦿆		dang4		
ang	𧀄		chang4		
ang	𧅗		dang3		
ang	𧓲		yang3		
ang	𧧢		huang3		
ang	𧧮		huang3		
ang	𧫛		yang4		
ang	𧫢		wang4		
ang	𧬰		xang4		
ang	𧵌		yang3		
ang	𨋕		yang4		
ang	𨌄		zang4		
ang	𨑊		nang3		
ang	𨖶		siang4		
ang	𨟻		ziang4		
ang	𨟼		gang3		
ang	𨡰		ziang4		
ang	𨫖		tang4		
ang	𨾔		fang4		
ang	𩗬		liang4		
ang	𩞃		shang3		
ang	𩞧		shang3		
ang	𩟊		nang3		
ang	𩦠		fang4		
ang	𪀘		ziang4		
ang	𪅶		chang3		
ang	𪎵		kang4		
ang	𪛋		chang4		
韻	字	簡化字	推導音	校正音	罕用標記	註
an	三		san1		
an	千		cian1		
an	山		shan1		
an	川		chuan1		
an	干		gan1		
an	彡		shan1		
an	彡		sian1		
an	厃		zhan1		
an	反		fan1		
an	天		tian1		
an	毌	毋	guan1		
an	丹		dan1		
an	㢟		chan1		
an	仙		sian1		
an	仟		cian1		
an	刊		kan1		
an	占		zhan1		
an	屳		xan1		
an	母		guan1		
an	甘		gan1		
an	邖		shan1		
an	邗		gan1		
an	阡		cian1		
an	䇂		qan1		
an	先		sian1		
an	吅		xuan1		
an	圱		cian1		
an	奸		gan1		
an	奸		jan1		
an	安		an1		
an	尖		zian1		
an	幵	开	jan1		
an	弎		san1		
an	忓		gan1		
an	汗		gan1		
an	汘		cian1		
an	芊		cian1		
an	迀		gan1		
an	迁		cian1		
an	邢		qan1		
an	佔	占	dian1		
an	刪	删	shan1		
an	吞		tian1		
an	囦		yuan1		
an	坍		tan1		
an	妉		dan1		
an	妗		chan1		
an	妗		xan1		
an	岍		qan1		
an	扳		ban1		
an	扳		pan1		
an	杄		cian1		
an	杉		shan1		
an	汧		qan1		
an	犿		huan1		
an	玕		gan1		
an	肝		gan1		
an	芟		shan1		
an	㘱		tan1		
an	㚲		chan1		
an	㠾		yuan1		
an	㪁		kan1		
an	㪁		qan1		
an	㿻		gan1		
an	䀐		shan1		
an	佺		ciuan1		
an	侒		an1		
an	叀		zhuan1		
an	叁		san1		
an	坩		kan1		
an	姍	姗	san1		
an	官		guan1		
an	宛		yuan1		
an	拌		pan1		
an	朌		ban1		
an	杴		xan1		
an	欦		xan1		
an	沾		zhan1		
an	沾		tian1		
an	泔		gan1		
an	玪		jan1		
an	疝		shan1		
an	祆		xan1		
an	秈	籼	sian1		
an	肩		jan1		
an	臤		kan1		
an	臤		qan1		
an	苫		shan1		
an	苮		sian1		
an	苷		gan1		
an	范		fan1		
an	衫		shan1		
an	郉		qan1		
an	冠		guan1		
an	剈		yuan1		
an	埏		shan1		
an	姦	奸	jan1		
an	宣		siuan1		
an	峑		ciuan1		
an	弇		gan1		
an	弮		quan1		
an	怨		yuan1		
an	恮		ciuan1		
an	恮		zhuan1		
an	扁		pian1		
an	拴		ciuan1		
an	挻		shan1		
an	敁		dian1		
an	枮		sian1		
an	柑		gan1		
an	狦		shan1		
an	珊		san1		
an	眅		pan1		
an	眈		dan1		
an	看		kan1		
an	砭		bian1		
an	穿		chuan1		
an	竿		gan1		
an	耑	端	duan1		
an	荃		ciuan1		
an	閂	闩	shuan1		
an	咽		yan1		
an	㘣		xuan1		
an	㟏		han1		
an	㤴		dian1		
an	㸶		yan1		
an	㾆		chan1		
an	䀡		dian1		
an	䇝		zian1		
an	倌		guan1		
an	兼		jan1		
an	冤		yuan1		
an	剜		wan1		
an	唅		han1		
an	娟		yuan1		
an	弲		xuan1		
an	弲		yuan1		
an	悁		yuan1		
an	悛		ciuan1		
an	扇		shan1		
an	旃		zhan1		
an	栓		shuan1		
an	栞		kan1		
an	栴		zhan1		
an	梴		chan1		
an	殷		yan1		
an	涓		juan1		
an	烟		yan1		
an	狻		suan1		
an	班		ban1		
an	疳		gan1		
an	痁		shan1		
an	眢		yuan1		
an	眢		wan1		
an	耽		dan1		
an	胭		yan1		
an	脠		chan1		
an	脠		shan1		
an	般		ban1		
an	莞		guan1		
an	蚈		qan1		
an	訕	讪	shan1		
an	谸		cian1		
an	豻		qan1		
an	軒	轩	xan1		
an	髟		shan1		
an	㞄		an1		
an	㡉		jan1		
an	㤿		yan1		
an	㲔		sian1		
an	䀂		an1		
an	䀬		zhuan1		
an	䇞		gan1		
an	䒦		fan1		
an	乾	干	gan1		
an	偏		pian1		
an	偳		duan1		
an	偳		tuan1		
an	剬		duan1		
an	剶		ziuan1		
an	剶		chuan1		
an	圈		quan1		
an	堅	坚	jan1		
an	婠		wan1		
an	專	专	zhuan1		
an	崦		yan1		
an	帴		zian1		
an	帵		wan1		
an	庵		an1		
an	掀		xan1		
an	掂		dian1		
an	探		tan1		
an	朘		ziuan1		
an	梋		xuan1		
an	涫		guan1		
an	淊		yan1		
an	淦		gan1		
an	淹		yan1		
an	淺	浅	zian1		
an	添		tian1		
an	焆		juan1		
an	焉		yan1		
an	牽	牵	qan1		
an	猏		jan1		
an	痊		ciuan1		
an	痑		tan1		
an	硂		ciuan1		
an	硟		sian1		
an	聃		tan1		
an	舑		tan1		
an	菅		jan1		
an	菴	庵	an1		
an	菴	庵	yan1		
an	菸		yan1		
an	菺		jan1		
an	蚶		han1		
an	訮		xan1		
an	豜		jan1		
an	貪	贪	tan1		
an	貫	贯	guan1		
an	酖	鸩	dan1		
an	飡		can1		
an	參	参	can1		
an	參	参	san1		
an	㒽		quan1		
an	㓺		jan1		
an	㨏		tan1		
an	㴂		tan1		
an	㾓		yuan1		
an	䅌		juan1		
an	䒶		tian1		
an	傎		dian1		
an	厧		dian1		
an	喑		an1		
an	喛		xuan1		
an	喧		xuan1		
an	單	单	dan1		
an	堪		kan1		
an	媅		dan1		
an	媕		an1		
an	媣		gan1		
an	媥		pian1		
an	嵁		kan1		
an	嵁		qan1		
an	嵌		qan1		
an	悹		guan1		
an	惌		yuan1		
an	愃		siuan1		
an	愋		xuan1		
an	掔		qan1		
an	揎		siuan1		
an	揙		bian1		
an	斑		ban1		
an	棬		quan1		
an	棺		guan1		
an	欿		tan1		
an	淵	渊	yuan1		
an	湌		can1		
an	湍		tuan1		
an	湍		zhuan1		
an	湔		zian1		
an	湛		dan1		
an	湮		yan1		
an	牋		zian1		
an	犍		jan1		
an	猒		yan1		
an	猭		chuan1		
an	猵		bian1		
an	番		fan1		
an	番		pan1		
an	痠	酸	suan1		
an	睊		juan1		
an	筌		ciuan1		
an	絟		ciuan1		
an	腌		yan1		
an	腱		jan1		
an	萱		xuan1		
an	萹		bian1		
an	萹		pian1		
an	葌		jan1		
an	葏		zian1		
an	葾		yuan1		
an	覘	觇	chan1		
an	詀		zhan1		
an	詀		dian1		
an	跚		san1		
an	閒	闲	jan1		
an	間	间	jan1		
an	雃		qan1		
an	靬		kan1		
an	靬		jan1		
an	頇	顸	han1		
an	㗔		qan1		
an	㮍		zian1		
an	㰹		xan1		
an	䈀		san1		
an	䘰		shan1		
an	䚙		xuan1		
an	䢿		an1		
an	䩂		xan1		
an	傪		can1		
an	僉	佥	cian1		
an	僋		tan1		
an	剸		zhuan1		
an	塤	埙	xuan1		
an	尲		jan1		
an	愆		qan1		
an	戡		kan1		
an	搬		ban1		
an	斒		ban1		
an	暄		xuan1		
an	滇		dian1		
an	煊		xuan1		
an	煎		zian1		
an	煓		tuan1		
an	煖	暖	xuan1		
an	煙	烟	yan1		
an	牑		bian1		
an	犏		pian1		
an	瑄		siuan1		
an	瑊		jan1		
an	甂		bian1		
an	甄		jan1		
an	綅		sian1		
an	羥	羟	qan1		
an	腤		an1		
an	蒬		yuan1		
an	蒹		jan1		
an	蓒		xan1		
an	蜎		yuan1		
an	裧		chan1		
an	裷		yuan1		
an	詮	诠	ciuan1		
an	詹		zhan1		
