aqchiuqxi 阿屈死
zoqngetzy 鑿眼子
zuneuzopoq 坐南朝北
zeqoqpeqsau 十惡不赦
zoei 壽衣
zoedoe 壽頭
zoemau 籌碼
zoemi 壽麵
zoesan 受傷
zoexin 壽星
zoetzoq 壽燭
zoeze 壽材
zoezo 受潮
zofe 造反
zonxin 重新
zonji 從前
zopoq 朝北
zoqdoe 鑿頭
zoqdoe 鐲頭
zoqgniq 昨日
zoqkhaq 熟客
zoqyaq 贖藥
zoqyi 續弦
zorau 朝下
zoroe 朝後
zosy 潮水
zozo 槽槽
zeqpidi 十邊地
zanpeugni 上半年
zanpeugniq 上半日
zanpulan 長波浪
zeupopo 蠶寶寶
zanpeuthi 上半天
zupetsan 坐板瘡
zoephioyeu 售票員
zoroechi 朝後起
zenrauciucio 神嘩鬼叫
zoroedoe 朝後頭
zeqraupaqtaq 十畫百搭
zoroerochi 朝後下去
zoexindoe 壽星頭
jinsani 尋生意
jisyiqciq 前世一劫
zansenku 長生果
jinxianmau 尋相罵
zoesanreq 受傷個
zansetsen 長三春
zeqseti 十三點
jisytzoqgniq 前世作孽
zonsoezonciaq 重手重腳
zyseqzyrau 自說自話
jisenjisy 前生前世
jinxijinweq 尋死尋活
zantsenden 長春藤
zantseudio 長竄條
jiqtzeudoe 捷轉頭
zytzoqgniq 自作孽
jioetzykueu 袖子管
jiateku 斜對過
zautheqkoq 蛇脫殼
zothikhuen 朝天睏
zytzyloe 貯紙簍
zeqtuli 直垛裏
zytuli 豎垛裏
jitzeuloqtzeu 旋轉碌轉
jiatemi 斜對面
zetsophio 賺鈔票
zantanroqkua 上當學乖
zethusy 涎唾水
zentzyvutzy 神志無主
zentzyyavu 神志野舞
zeqtanzeq 實打實
zaqchiqzaqpaq 雜七雜八
zenchizanve 成千上萬
zude 座臺
zukhu 坐窠
zyvanke 廚房間
zevonti 裁縫店
zanveqzan 上勿上
zenwanmio 城隍廟
zoxinsyya 紹興師爺
zoxinxi 紹興戲
zyi 如意
zyian 蒔秧
zybi 自便
zybi 樹皮
zeqyancin 什樣錦
zauyiqde 茶葉蛋
zydan 池塘
zydji 時件
zydoe 鋤頭
zonyanko 重陽糕
jiyakhua 齊夜快
zoyankaq 朝陽格
zyka 自家
zyku 如果
zylu 時路
zymi 市面
zymo 時髦
zeqyanpaqcin 十樣百景
zyxi 事先
zyxi 時鮮
zysy 櫥師
zonyanciq 重陽節
jiyathi 全夜天
zythi 事體
zytzy 樹枝
zytzy 柱子
zytzy 嗣子
zyvan 廚房
zyvan 乳房
zyvu 乳腐
zyxin 時興
zyyiq 樹葉
zyzaq 住宅
zyzy 朱提
jiaqzeqdoe 嚼舌頭
zanzeqdoe 長舌頭
zoqzaqfaq 鑿着法
zanzanloqloq 上上落落
zanzoemi 長壽麵
jiajianon 謝謝儂
zauzonpaqciaq 蛇蟲百腳
zyzenpaqzy 時辰八字
zeqzeqtzoqtzoq 十十足足
thetheq 忐忑
khanto 忐忑

alapaq 阿拉伯
alapaqgnin 阿拉伯人
uko 阿膠
uyuvongnin 阿諛逢迎
uyu 阿諛
aphi 阿片
phanchile 膀起來
gnioepantzy 牛蒡子
banboq 磅礴
paudoe 杷頭
pautsau 杷車
pauchi 伯氣
paciq 巴結
phicin 被巾
phitzy 被緇
phii 被衣
phili 被練
betzy 痱子
bohubinwu 暴虎馮河
botzaq 炮炙
boloq 炮烙
bowu 瀑河
khokan 敲更
kaseq 解釋
texiotzen 呆小症
kheqreu 可汗
faqko 醱酵
pheqphe 醱醅
zenyocin 程咬金
